Symbol,skew,excess_kurtosis,std
ADAUSDT,0.03020157390706084,32.82023067801462,0.011020499742552944
AVAXUSDT,-0.2369442891354761,24.894807965111564,0.013197019844191221
BNBUSDT,-0.5469760162983014,30.116242041925428,0.008533142570425251
BTCUSDT,-0.20308496023522732,16.10614834776068,0.0064163058128892106
DOGEUSDT,2.279896493121085,110.02799306584146,0.01433000988324732
ETHUSDT,-0.5703010184150047,14.85206674234142,0.00839581797974139
SOLUSDT,0.18783281048491854,17.288970030654834,0.012741560486516838
XRPUSDT,-0.04811930616438051,39.342557330130816,0.010818689973253174
